geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
13484,-22.558150991113195,-47.41699457008479,limeira,SP
12071,-23.00090341168189,-45.5348087597076,taubate,SP
65076,-2.5121460488487477,-44.30197680598998,sao luis,MA
4937,-23.68552801748514,-46.76533680904842,sao paulo,SP
12030,-23.036380720961823,-45.56857765684478,taubate,SP
37520,-22.249602478898293,-45.46408171588149,pedralva,MG
21321,-22.90033770163407,-43.35166113942709,rio de janeiro,RJ
58030,-7.113537471002317,-34.851073080904825,joao pessoa,PB
7124,-23.425771327226048,-46.5404166515379,guarulhos,SP
1403,-23.569457269778955,-46.65407225575627,sao paulo,SP
23071,-22.88563997337872,-43.57928716892626,rio de janeiro,RJ
18500,-23.03503350774905,-47.84040752825448,laranjal paulista,SP
86420,-23.42960935569881,-49.72179060017189,carlopolis,PR
95520,-29.89424915867789,-50.2754731354667,osorio,RS
17340,-22.486387588080284,-48.57212435813845,barra bonita,SP
68380,-6.638967571826055,-51.98800720423735,sao felix do xingu,PA
35162,-19.45831578628315,-42.56625462239601,ipatinga,MG
4833,-23.744095105250786,-46.70674882105016,sao paulo,SP
97015,-29.69342595938612,-53.81049671625075,santa maria,RS
14090,-21.180006513734224,-47.7829570387212,ribeirao preto,SP
9230,-23.61484754899631,-46.53023575057579,santo andre,SP
97015,-29.695321503990392,-53.81431744585536,santa maria,RS
36010,-21.76210828336896,-43.34910694976627,juiz de fora,MG
40415,-12.92400270220432,-38.50499089148246,salvador,BA
14870,-21.25435551067992,-48.32377611525953,jaboticabal,SP
4841,-23.73960594809283,-46.68738858451152,sao paulo,SP
89600,-27.189134261872823,-51.50612097257189,joacaba,SC
17039,-22.30469586538466,-48.99993195615191,bauru,SP
6447,-23.539725150191128,-46.87761015925642,barueri,SP
21825,-22.89436788842405,-43.47619027116394,rio de janeiro,RJ
21330,-22.880217310577628,-43.369103126839406,rio de janeiro,RJ
35790,-18.768879763365668,-44.42270773685056,curvelo,MG
38408,-18.92329171663104,-48.230509033585314,uberlandia,MG
9090,-23.64592223250656,-46.53993441380824,santo andre,SP
19911,-22.971716612816707,-49.86395254010617,ourinhos,SP
36047,-21.721295441903745,-43.35951028651183,juiz de fora,MG
62600,-3.68550669239871,-39.58125669021477,itapaje,CE
5047,-23.52610345268047,-46.688571,sao paulo,SP
22261,-22.957948645565285,-43.20060831819501,rio de janeiro,RJ
14403,-20.55764750129672,-47.37721352275771,franca,SP
46400,-13.954916999999943,-42.47641249999995,caetite,BA
78200,-16.053171348245325,-57.65559153873353,caceres,MT
23047,-22.92436447960067,-43.56475960644008,rio de janeiro,RJ
18048,-23.543689740745148,-47.47793615613804,sorocaba,SP
6850,-23.702228810557944,-46.85125343785422,itapecerica da serra,SP
36500,-21.11580722275093,-42.946392404897104,uba,MG
1229,-23.540146606440057,-46.65691542783773,sao paulo,SP
15076,-20.823840561084147,-49.35293844500502,sao jose do rio preto,SP
6515,-23.471187653838907,-46.89870205032972,santana de parnaiba,SP
86360,-23.1062891649204,-50.37125885589587,bandeirantes,PR
16200,-21.298566748309824,-50.33767959623378,birigui,SP
6542,-23.473988478158542,-46.87535087264904,santana de parnaiba,SP
15035,-20.808146952255104,-49.407929752203216,sao jose do rio preto,SP
6700,-23.602781368170387,-46.937583862544,cotia,SP
40300,-12.964191768249746,-38.495538256592994,salvador,BA
23059,-22.9156875,-43.5847995,rio de janeiro,RJ
9061,-23.64951167277395,-46.5626978484621,santo andre,SP
56163,-8.091424218106942,-39.577746372153655,parnamirim,PE
5743,-23.611284,-46.75268249999999,são paulo,SP
12220,-23.17947138634657,-45.86340918971084,são josé dos campos,SP
11705,-24.0321308731606,-46.50537616250216,praia grande,SP
2712,-23.510512826181017,-46.68106680544519,sao paulo,SP
36016,-21.77096742681228,-43.359082084295046,juiz de fora,MG
3374,-23.585203571469773,-46.53374711157596,sao paulo,SP
13145,-22.751964,-47.1756285,paulínia,SP
21545,-22.831779719401,-43.34471993158865,rio de janeiro,RJ
12450,-22.829699999999946,-45.69643249999996,santo antônio do pinhal,SP
6890,-23.85892862783723,-46.94840911983047,sao lourenco da serra,SP
14079,-21.12394803130861,-47.76353309871271,ribeirão preto,SP
95690,-29.646820452817398,-50.57774460121582,rolante,RS
7432,-23.41709483811477,-46.36552962165853,aruja,SP
14790,-20.357534999999945,-48.36789349999995,guaira,SP
11065,-23.96415699500834,-46.34873417485142,santos,SP
36500,-21.11291977197498,-42.97694903458667,uba,MG
35570,-20.45861371331609,-45.44371540443412,formiga,MG
7600,-23.30952838942163,-46.58452705327888,mairipora,SP
28910,-22.890018453267903,-42.03847379632825,cabo frio,RJ
13327,-23.18258373105776,-47.306631494171626,salto,SP
88540,-27.48495067771872,-50.11821908632142,otacilio costa,SC
13330,-23.08886053926945,-47.21951545934557,indaiatuba,SP
6765,-23.625767024641544,-46.77227574962599,taboao da serra,SP
29050,-20.310901980026937,-40.31066600803297,vitoria,ES
6341,-23.57450530885076,-46.82567100958013,carapicuiba,SP
6765,-23.61514534554791,-46.7786674694731,taboao da serra,SP
9725,-23.71080766395088,-46.556180165898496,sao bernardo do campo,SP
8630,-23.655299357874785,-46.32898123746934,suzano,SP
29102,-20.366392499999996,-40.301424,vila velha,ES
13972,-22.429362712661845,-46.81920947749413,itapira,SP
23080,-22.89947383260188,-43.57184268281904,rio de janeiro,RJ
13206,-23.20535752345775,-46.88048902028376,jundiai,SP
13568,-22.0174579067459,-47.85400066665712,sao carlos,SP
38700,-18.59830236068917,-46.53227408714105,patos de minas,MG
18048,-23.532693108517527,-47.470634188037394,sorocaba,SP
35900,-19.61251934397708,-43.22211712303325,itabira,MG
24130,-22.88087384036059,-43.09441555077699,niteroi,RJ
35900,-19.63715136471494,-43.2369967184271,itabira,MG
35430,-20.41636273531872,-42.90723698553992,ponte nova,MG
4142,-23.612191434749768,-46.62914743721697,são paulo,SP
7124,-23.4312797463212,-46.537373352617024,guarulhos,SP
35570,-20.45557065870895,-45.43674752174017,formiga,MG
60165,-3.7254671692561754,-38.49806677238976,fortaleza,CE
20735,-22.899041004991656,-43.28826831141434,rio de janeiro,RJ
46810,-12.083797921943942,-41.10037559677996,utinga,BA
4849,-23.744132522724502,-46.66615314671656,sao paulo,SP
81930,-25.55133796663297,-49.27832188526306,curitiba,PR
14400,-20.537251191750364,-47.40309828494978,franca,SP
22440,-22.983541711350917,-43.21881371481336,rio de janeiro,RJ
69918,-9.954624602639935,-67.83729820892233,rio branco,AC
21031,-22.849708499999995,-43.251297750000006,rio de janeiro,RJ
33130,-19.78182671667829,-43.94029140634093,santa luzia,MG
20550,-22.915799498182327,-43.23153421925677,rio de janeiro,RJ
35450,-20.257615699390385,-43.81938616768268,itabirito,MG
39600,-16.847020440041465,-42.06136957084844,araçuaí,MG
24030,-22.8858845856367,-43.12247230307581,niteroi,RJ
32315,-19.946546390953777,-44.04435398401768,contagem,MG
12570,-22.843927986473343,-45.22687130614425,aparecida,SP
9350,-23.682172619770263,-46.44222773440463,maua,SP
20540,-22.92551654123135,-43.24462953398932,rio de janeiro,RJ
20031,-22.908746125742876,-43.17736451653284,rio de janeiro,RJ
27940,-22.39316514142977,-41.78674096873264,macae,RJ
66085,-1.4376833236140392,-48.46838288752351,belem,PA
18705,-23.102093629753583,-48.93943137523807,avare,SP
21330,-22.879387685555887,-43.36604235302106,rio de janeiro,RJ
14870,-21.25748834332832,-48.32073157441452,jaboticabal,SP
20071,-22.902940308644386,-43.183364862744575,rio de janeiro,RJ
14960,-21.47423726032711,-49.23056526783562,novo horizonte,SP
22240,-22.93859160677222,-43.194398727658175,rio de janeiro,RJ
14401,-20.534042258102893,-47.39127497585661,franca,SP
60712,-3.800672875115597,-38.56957418771371,fortaleza,CE
13272,-22.94391515831964,-46.989927885527656,valinhos,SP
18055,-23.493134503750916,-47.49911916180969,sorocaba,SP
29060,-20.28697933279462,-40.293346677909845,vitoria,ES
22421,-22.982247525102533,-43.201480217179295,rio de janeiro,RJ
4304,-23.62795849624909,-46.63607436663972,sao paulo,SP
5790,-23.643973341104516,-46.7861717828207,são paulo,SP
86300,-23.181948861374043,-50.64629372239168,cornelio procopio,PR
4716,-23.628327799819857,-46.70881111293608,sao paulo,SP
14401,-20.50828980381734,-47.37097900210448,franca,SP
89224,-26.266965390789974,-48.801282244792,joinville,SC
30260,-19.92325951540767,-43.91127795657559,belo horizonte,MG
6900,-23.882228286491937,-46.80072182885568,embu-guacu,SP
14910,-21.728713665775068,-48.68897968824951,tabatinga,SP
9725,-23.71080766395088,-46.556180165898496,sao bernardo do campo,SP
91740,-30.112940817018117,-51.226609603539245,porto alegre,RS
75830,-17.577353310407975,-52.55327656121288,mineiros,GO
36083,-21.736236614490146,-43.39967668220902,juiz de fora,MG
5020,-23.533647192336566,-46.68334778296493,sao paulo,SP
9951,-23.68594682763008,-46.5889561866524,diadema,SP
44033,-12.217039041923146,-38.976753304607165,feira de santana,BA
6268,-23.49764078429259,-46.77506568688354,osasco,SP
15800,-21.138100575076464,-48.9713098148768,catanduva,SP
13173,-22.801515365261217,-47.273493094694565,sumare,SP
88085,-27.60867295530619,-48.59286544102368,florianopolis,SC
2518,-23.50862834350357,-46.66692199105698,sao paulo,SP
83324,-25.41818195350075,-49.18335736448443,pinhais,PR
35680,-20.08650984243233,-44.57917632798413,itauna,MG
6412,-23.497835562081068,-46.88298195892088,barueri,SP
23520,-22.927811406506667,-43.67759086690765,rio de janeiro,RJ
3210,-23.601201453517177,-46.54908781571352,sao paulo,SP
2242,-23.486994741279464,-46.60682213068412,sao paulo,SP
46430,-14.219351518547072,-42.77500670996023,guanambi,BA
13660,-21.856977525547496,-47.480981609448975,porto ferreira,SP
23071,-22.88955533793489,-43.58223786724763,rio de janeiro,RJ
27660,-22.168944327879192,-43.58200700632811,rio das flores,RJ
22720,-22.91784126089215,-43.38808042962675,rio de janeiro,RJ
90050,-30.039511830688497,-51.22188614960466,porto alegre,RS
40231,-12.9952652105369,-38.50448822776793,salvador,BA
22250,-22.94173238467313,-43.179955291707486,rio de janeiro,RJ
30110,-19.93935740218693,-43.92812927393389,belo horizonte,MG
88351,-27.0715866392232,-48.92803626794562,brusque,SC
83403,-25.33422592758873,-49.21121894452015,colombo,PR
29290,-20.86361735999292,-40.93593791274545,rio novo do sul,ES
28860,-22.47133862772709,-42.08704778977403,casimiro de abreu,RJ
19400,-21.881679337575648,-51.82758081293567,presidente venceslau,SP
12220,-23.17547479961335,-45.85041794116791,sao jose dos campos,SP
36025,-21.77624812101102,-43.35450859478331,juiz de fora,MG
25610,-22.48801896187901,-43.16022655751528,petropolis,RJ
33400,-19.644381023581957,-43.90708212217764,lagoa santa,MG
8260,-23.55951809771959,-46.42810520160874,são paulo,SP
75800,-17.88774537640125,-51.721986550112696,jatai,GO
88220,-27.102098999999946,-48.62961349999995,itapema,SC
37502,-22.42809676551993,-45.45632855925872,itajuba,MG
97800,-28.412020899937406,-54.96209961613896,sao luiz gonzaga,RS
33400,-19.63343235194932,-43.899341656254514,lagoa santa,MG
29055,-20.296331719372343,-40.29288590908316,vitoria,ES
97670,-28.651272059222297,-55.99849336117417,sao borja,RS
88045,-27.609314301690823,-48.53308766111717,florianopolis,SC
11420,-24.006410758814688,-46.26934686718799,guaruja,SP
37502,-22.43969509608557,-45.43558915787058,itajuba,MG
88085,-27.60903969109582,-48.593763558860736,florianopolis,SC
14403,-20.54320319952464,-47.39460472008377,franca,SP
12080,-23.01522598553147,-45.549742955320006,taubate,SP
24210,-22.900567630590302,-43.12212000764605,niteroi,RJ
44230,-12.415815000000004,-38.75334075000001,amelia rodrigues,BA
1233,-23.533696152374613,-46.66074519525075,sao paulo,SP
11702,-24.019746359974626,-46.44612992714525,praia grande,SP
8253,-23.541941148479484,-46.43722532292687,sao paulo,SP
35519,-19.88470255812431,-44.98475814119802,nova serrana,MG
4632,-23.63469298917996,-46.66097650735758,sao paulo,SP
9371,-23.675085000000003,-46.471959766854326,maua,SP
26087,-22.713308059142623,-43.5259892973095,nova iguacu,RJ
4363,-23.64616723535693,-46.66585747807145,sao paulo,SP
36830,-20.65299599668188,-41.90815474701824,espera feliz,MG
6150,-23.56691312237492,-46.81048705669247,osasco,SP
2992,-23.44891671151884,-46.725092571531015,sao paulo,SP
23575,-22.88488535527142,-43.6673066076808,rio de janeiro,RJ
4387,-23.66254149347912,-46.64722678642738,sao paulo,SP
48005,-12.13944142250762,-38.42297614758382,alagoinhas,BA
25610,-22.50669879156419,-43.162613097301886,petropolis,RJ
9811,-23.72638049321933,-46.56082994018698,sao bernardo do campo,SP
91740,-30.09750417236992,-51.23078920399332,porto alegre,RS
22041,-22.966001717727558,-43.19136971328416,rio de janeiro,RJ
35680,-20.081537485740643,-44.59206502326511,itauna,MG
22785,-22.97369546219298,-43.48742394211762,rio de janeiro,RJ
9371,-23.667258186225435,-46.474554837843385,maua,SP
78300,-14.62832082663283,-57.51421401675861,tangara da serra,MT
13360,-22.99796105190717,-47.48638600069248,capivari,SP
21371,-22.84633999056494,-43.3360539806972,rio de janeiro,RJ
11700,-24.015358456287142,-46.40087419233655,praia grande,SP
4753,-23.65760893729741,-46.71370925526743,sao paulo,SP
30140,-19.93883067860233,-43.93987237287215,belo horizonte,MG
4265,-23.58615550735758,-46.61564731057762,sao paulo,SP
29060,-20.286911158202997,-40.30168100914659,vitoria,ES
6653,-23.543337123906483,-46.92571253308592,itapevi,SP
25680,-22.49179929015092,-43.1831900464102,petrópolis,RJ
24241,-22.90371453846139,-43.09455124799463,niteroi,RJ
29100,-20.335185251971463,-40.29174851714122,vila velha,ES
89160,-27.212376532864152,-49.63909424966808,rio do sul,SC
29010,-20.3214398731606,-40.34072259299428,vitoria,ES
89012,-26.90747929803239,-49.07848452330755,blumenau,SC
69900,-9.97499781938307,-67.80940552221007,rio branco,AC
18530,-23.105464223447232,-47.715399735563786,tiete,SP
71917,-15.837389381903169,-48.03023202790116,brasília,DF
29056,-20.30298375327477,-40.29955725601607,vitoria,ES
71660,-15.84307785429373,-47.844782421655694,brasilia,DF
68633,-4.296458233621158,-47.55574237951895,dom eliseu,PA
19400,-21.87806587217848,-51.83991596000953,presidente venceslau,SP
11045,-23.95818446295225,-46.32189565707783,santos,SP
71680,-15.800289381614718,-47.81056644087946,brasília,DF
40310,-12.96057132348173,-38.48167279414799,salvador,BA
80420,-25.43529426144041,-49.278342221074446,curitiba,PR
20261,-22.92287418763337,-43.217046246869465,rio de janeiro,RJ
20520,-22.92605118010288,-43.227835315742176,rio de janeiro,RJ
7241,-23.44752549344325,-46.4230181794339,guarulhos,SP
5858,-23.68087892102383,-46.79635208780432,sao paulo,SP
14401,-20.53275851534654,-47.38147746606031,franca,SP
4182,-23.640028145709515,-46.594463317098494,sao paulo,SP
20930,-22.888601246713637,-43.23622826029729,rio de janeiro,RJ
36884,-21.12931141993187,-42.37395395337296,muriae,MG
62320,-3.725995632957048,-40.9858699439512,tiangua,CE
35300,-19.788383853321218,-42.13377407748288,caratinga,MG
1258,-23.542527374401352,-46.686575837930505,sao paulo,SP
22060,-22.976347463500502,-43.189260746609655,rio de janeiro,RJ
5713,-23.6246969228063,-46.73113225657087,sao paulo,SP
84010,-25.09488062220061,-50.158584339759805,ponta grossa,PR
29100,-20.329371474226832,-40.29210833717194,vila velha,ES
8290,-23.549875336262858,-46.45968368131428,sao paulo,SP
55813,-7.847249823178434,-35.25981817501666,carpina,PE
22410,-22.98387053231589,-43.21165052109183,rio de janeiro,RJ
24210,-22.90047136176052,-43.11998204108996,niteroi,RJ
6516,-23.48149069386578,-46.8951825756247,santana de parnaiba,SP
12955,-23.13952712612359,-46.46280445719635,bom jesus dos perdoes,SP
2725,-23.498104086040737,-46.683501768798,sao paulo,SP
86050,-23.334911705181145,-51.17620288946114,londrina,PR
35450,-20.26160813006642,-43.77298147340797,itabirito,MG
83260,-25.802573195314377,-48.52976125117676,matinhos,PR
5207,-23.39748185483874,-46.75502583735358,sao paulo,SP
95110,-29.18662855350621,-51.22316249909357,caxias do sul,RS
85640,-25.914420785246243,-53.46871119967238,ampere,PR
81720,-25.523131075768948,-49.24970250819432,curitiba,PR
4195,-23.658553344877276,-46.61315590781442,sao paulo,SP
21550,-22.86334014210285,-43.348371364562254,rio de janeiro,RJ
88359,-27.143863729700307,-48.96060024082278,brusque,SC
89041,-26.91247354438169,-49.112423272190846,blumenau,SC
59700,-5.649594659983555,-37.802086875337295,apodi,RN
95780,-29.684839499999995,-51.455123999999984,montenegro,RS
11250,-23.7484923829159,-45.86474463693174,bertioga,SP
89204,-26.280600629354826,-48.85478194795449,joinville,SC
28893,-22.51739375337861,-41.94353723483291,rio das ostras,RJ
22260,-22.951392714697796,-43.194499460442096,rio de janeiro,RJ
91787,-30.12000242353856,-51.19718132751451,porto alegre,RS
12235,-23.226163678631043,-45.8981861549805,sao jose dos campos,SP
29055,-20.30918990034061,-40.29442449642197,vitória,ES
35560,-20.099742919255338,-45.29020835069839,santo antonio do monte,MG
30240,-19.925697237578635,-43.91689155773555,belo horizonte,MG
91510,-30.071118100755918,-51.17723204581898,porto alegre,RS
99700,-27.64727646874456,-52.31285491832384,erechim,RS
21825,-22.88873828864908,-43.47119973411618,rio de janeiro,RJ
80440,-25.44946748932418,-49.30225169608747,curitiba,PR
11900,-24.50147104877817,-47.85366462652728,registro,SP
8255,-23.551059604766625,-46.43947478296492,sao paulo,SP
4140,-23.600624198175534,-46.6294719732887,sao paulo,SP
39440,-15.820812555799025,-43.29821719607319,janauba,MG
29060,-20.28230540940029,-40.29530359117663,vitória,ES
5786,-23.63567409409081,-46.77194372078598,sao paulo,SP
36420,-20.516379454440333,-43.711094907724295,ouro branco,MG
74810,-16.696483257054854,-49.24360468275103,goiania,GO
33400,-19.63845225664069,-43.88093345597432,lagoa santa,MG
35680,-20.08054563439181,-44.58747377743034,itauna,MG
66823,-1.0712262244030373,-48.34939621588681,belem,PA
11702,-24.016532280598994,-46.43749458451151,praia grande,SP
9061,-23.65241705912053,-46.55309608979165,santo andre,SP
5409,-23.557418141266123,-46.67404680806745,sao paulo,SP
4248,-23.610383925040264,-46.59642958219339,sao paulo,SP
80010,-25.432415203445068,-49.27126824216627,curitiba,PR
7025,-23.48261088368666,-46.5408832956354,guarulhos,SP
95700,-29.16889891571565,-51.51794001015678,bento goncalves,RS
26291,-22.77586898534013,-43.539162190491794,nova iguacu,RJ
2022,-23.51100587239081,-46.65332779498016,sao paulo,SP
11600,-23.76694655453289,-45.74049174271451,sao sebastiao,SP
36420,-20.510959582625976,-43.71764756395968,ouro branco,MG
9090,-23.64984896753988,-46.53599847432055,santo andre,SP
22743,-22.931658031363607,-43.33329248320735,rio de janeiro,RJ
86360,-23.11797324776559,-50.383689527803305,bandeirantes,PR
37706,-21.808837820848776,-46.558242267300784,pocos de caldas,MG
4273,-23.612052666446743,-46.60783466642034,sao paulo,SP
22790,-23.009758825985298,-43.44400455314793,rio de janeiro,RJ
36016,-21.765351960586305,-43.35202422355595,juiz de fora,MG
21073,-22.85147691835922,-43.26687653971195,rio de janeiro,RJ
35590,-20.02562011973564,-45.51899004552285,lagoa da prata,MG
89520,-27.290209139974166,-50.57765213295983,curitibanos,SC
33600,-19.6231920785038,-44.03989487757889,pedro leopoldo,MG
35430,-20.415098409561494,-42.90718575173236,ponte nova,MG
2310,-23.47342380238332,-46.599792328611024,sao paulo,SP
22441,-22.98564201834221,-43.22349286108496,rio de janeiro,RJ
90130,-30.049564347221345,-51.22369537538231,porto alegre,RS
90830,-30.08860553012285,-51.21987668858564,porto alegre,RS
6816,-23.64450378515713,-46.818175290883225,embu das artes,SP
17350,-22.50705797329836,-48.55876954067188,igaracu do tiete,SP
83880,-26.095426846938057,-49.79569074073172,rio negro,PR
82510,-25.397453403429918,-49.23899493820111,curitiba,PR
6060,-23.552456794881493,-46.78012559033992,osasco,SP
2124,-23.507862568699817,-46.57852189203073,sao paulo,SP
89520,-27.293190693067217,-50.5805781346272,curitibanos,SC
31573,-19.81482688703906,-43.99015283720936,belo horizonte,MG
13148,-22.783992846909463,-47.104290575984464,paulinia,SP
9721,-23.716364383865063,-46.55107342645274,sao bernardo do campo,SP
89887,-27.07752146486888,-53.15796061419199,palmitos,SC
83203,-25.51374290494675,-48.51202354435317,paranagua,PR
13930,-22.60110232223439,-46.70397547501303,serra negra,SP
15800,-21.15070585946154,-48.980754453320046,catanduva,SP
15080,-20.82736850049423,-49.36984420928264,sao jose do rio preto,SP
11600,-23.781009111575948,-45.40284172883605,sao sebastiao,SP
24130,-22.87966167216049,-43.10099257176014,niteroi,RJ
79560,-18.788802333087524,-52.62518072656624,chapadao do sul,MS
30190,-19.92265626504709,-43.94002660851752,belo horizonte,MG
29101,-20.351204014783303,-40.288932774834514,vila velha,ES
37410,-21.701984295127083,-45.2646929549899,tres coracoes,MG
11680,-23.43981602054356,-45.10237279961336,ubatuba,SP
11320,-23.967953315010853,-46.356802332500486,sao vicente,SP
13173,-22.79778803794503,-47.277513571708525,sumare,SP
6020,-23.53531833420345,-46.76131673240765,osasco,SP
4010,-23.59135306549717,-46.63589421440933,sao paulo,SP
6764,-23.6192473760748,-46.76594411518264,taboao da serra,SP
11679,-23.57575095680789,-45.27423495643181,caraguatatuba,SP
7810,-23.32208997523501,-46.76371655922577,franco da rocha,SP
6784,-23.635751615326868,-46.79933809172488,taboao da serra,SP
18071,-23.463948520399327,-47.50536378420569,sorocaba,SP
3807,-23.501135482110826,-46.47243161518264,sao paulo,SP
13347,-23.12600032860477,-47.21966039348287,indaiatuba,SP
5037,-23.513089306682478,-46.68942389993656,sao paulo,SP
22420,-22.986747177722297,-43.19801394156829,rio de janeiro,RJ
60135,-3.746188330284458,-38.49450901387846,fortaleza,CE
64048,-5.072913656697066,-42.78506042564554,teresina,PI
84015,-25.07718987676728,-50.16374252360197,ponta grossa,PR
14090,-21.17626509048413,-47.79477930959668,ribeirao preto,SP
80310,-25.459661640025367,-49.31199357285476,curitiba,PR
38400,-18.914441657510515,-48.26513067193722,uberlandia,MG
37540,-22.252494361942556,-45.691735095985294,santa rita do sapucai,MG
45654,-14.813410125948955,-39.03421023953804,ilheus,BA
9541,-23.61711032322791,-46.565214168155485,sao caetano do sul,SP
6412,-23.493386781401405,-46.88232897636712,barueri,SP
6365,-23.54841720401545,-46.856546422114505,carapicuiba,SP
24030,-22.881300299954525,-43.12211759998485,niteroi,RJ
40430,-12.931235748642182,-38.49790538220178,salvador,BA
11702,-24.01889637433775,-46.45241604089851,praia grande,SP
29056,-20.310625753765702,-40.29771533403537,vitoria,ES
6713,-23.6065866765916,-46.85862618813073,cotia,SP
4006,-23.57697508881069,-46.64882046725142,sao paulo,SP
65940,-5.823099385227207,-46.13541894167594,grajau,MA
89023,-26.952475033207637,-49.07338667883238,blumenau,SC
7097,-23.44540306189049,-46.54191559117663,guarulhos,SP
15025,-20.80688105735249,-49.38819103478752,sao jose do rio preto,SP
37140,-21.35881641728755,-46.14347474289509,areado,MG
3084,-23.53467342215357,-46.57048869929014,sao paulo,SP
96015,-31.773707895089142,-52.33956331986845,pelotas,RS
26130,-22.75664091469216,-43.40773305410399,belford roxo,RJ
2518,-23.509848068295792,-46.66369014308379,são paulo,SP
9725,-23.714019040250363,-46.555487909972456,são bernardo do campo,SP
71655,-15.86510263022837,-47.863763787637154,brasilia,DF
4852,-23.762314757115288,-46.680043121774005,sao paulo,SP
33200,-19.743957125934266,-43.92867586291951,vespasiano,MG
14801,-21.78476503358529,-48.1793447776848,araraquara,SP
28950,-22.75528877532698,-41.88752614328845,armacao dos buzios,RJ
35162,-19.46467165139366,-42.56591831640599,ipatinga,MG
6890,-23.8938453024987,-46.984726736713256,sao lourenco da serra,SP
11040,-23.97332998612153,-46.31950325881467,santos,SP
38600,-17.236242265416607,-46.87827087358893,paracatu,MG
2013,-23.50220016541636,-46.63009269317328,sao paulo,SP
3944,-23.602501760199655,-46.493111618933554,sao paulo,SP
78300,-14.619423897724838,-57.49415644772832,tangara da serra,MT
14840,-21.37087503022392,-48.2277636928486,guariba,SP
11680,-23.438665578555955,-45.07660198529959,ubatuba,SP
1308,-23.55497462585844,-46.65400084194123,são paulo,SP
22041,-22.96614571772756,-43.19028962946513,rio de janeiro,RJ
6865,-23.749191323109176,-46.79386258774895,itapecerica da serra,SP
35519,-19.869781707213967,-44.97363743109419,nova serrana,MG
55370,-8.521478221273169,-36.44607661545516,sao bento do una,PE
22790,-23.0175524074384,-43.45162940743839,rio de janeiro,RJ
3322,-23.54714111408611,-46.557317394252415,sao paulo,SP
9912,-23.688842336030625,-46.61464417730742,diadema,SP
88330,-26.986052999999945,-48.63676849999996,balneario camboriu,SC
40430,-12.93260910620497,-38.49841377860963,salvador,BA
38408,-18.92289963157211,-48.26735843120263,uberlândia,MG
88045,-27.608325748254444,-48.53315060921001,florianopolis,SC
18150,-23.676632402613347,-47.174225377363065,ibiuna,SP
18110,-23.53990007499822,-47.45192008656066,votorantim,SP
31270,-19.856772147094503,-43.950341923394326,belo horizonte,MG
64000,-5.085991893111756,-42.8066648827248,teresina,PI
20520,-22.9267498148768,-43.24012142867445,rio de janeiro,RJ
25665,-22.5126138788072,-43.218409781124606,petropolis,RJ
4361,-23.644597264498834,-46.661674913411005,sao paulo,SP
35790,-18.75684337409101,-44.43272605668483,curvelo,MG
29060,-20.28785509991919,-40.295184523573326,vitoria,ES
89120,-26.811185280599,-49.26619165598129,timbo,SC
64049,-5.067709201447851,-42.78540093519115,teresina,PI
38408,-18.932935467078263,-48.22087893980074,uberlândia,MG
14790,-20.320527267696036,-48.30958500151026,guaira,SP
41830,-13.006219190951583,-38.46424940590919,salvador,BA
4382,-23.657431285042403,-46.662757312799314,sao paulo,SP
23075,-22.88553857497031,-43.61843240938276,rio de janeiro,RJ
14400,-20.536577068051805,-47.40254117975835,franca,SP
9725,-23.70472916118175,-46.55400674998516,sao bernardo do campo,SP
36083,-21.74043888121068,-43.40314441687346,juiz de fora,MG
36025,-21.77574716985977,-43.351084812655074,juiz de fora,MG
96810,-29.719682414584565,-52.427756795262965,santa cruz do sul,RS
1506,-23.56180273327946,-46.63479182904371,são paulo,SP
18440,-23.86406686113728,-49.14061041675239,itabera,SP
2018,-23.49088684714803,-46.63517815141591,sao paulo,SP
14790,-20.30549899978181,-48.320904592406734,guaira,SP
20771,-22.888364384961594,-43.27960714683471,rio de janeiro,RJ
37062,-21.60022461717653,-45.44001697053534,varginha,MG
17900,-21.487319020178035,-51.53887244642655,dracena,SP
15080,-20.83815528133325,-49.37022900636463,sao jose do rio preto,SP
88040,-27.59586921233187,-48.52551488412488,florianopolis,SC
14403,-20.55910431858485,-47.396856248190375,franca,SP
17400,-22.2117447287758,-49.68119425276981,garca,SP
38701,-18.56506026560225,-46.53365000952716,patos de minas,MG
5727,-23.625590333054426,-46.73905080544173,são paulo,SP
1026,-23.539425401610018,-46.63342428573489,sao paulo,SP
95500,-29.83476081048325,-50.52670843951244,santo antonio da patrulha,RS
37925,-20.47898131512141,-45.95682895468703,piumhii,MG
29060,-20.286911158202997,-40.30168100914659,vitória,ES
35162,-19.45956526453677,-42.57849440075224,ipatinga,MG
29102,-20.370734573837748,-40.31069697192344,vila velha,ES
5143,-23.497722188181623,-46.72231478711988,são paulo,SP
89580,-27.02511987501451,-50.915977656251165,fraiburgo,SC
21920,-22.79898872745109,-43.19955994255291,rio de janeiro,RJ
87050,-23.440942115240063,-51.91003788107669,maringa,PR
58801,-6.753682126119357,-38.217927615212,sousa,PB
9070,-23.643885489583987,-46.55173820731154,santo andré,SP
18048,-23.5337622536788,-47.46566926824974,sorocaba,SP
30190,-19.923168698309176,-43.94796160698833,belo horizonte,MG
78200,-16.065502998987515,-57.68847732087425,cáceres,MT
